,cDLBCL_2,cDLBCL_3,cDLBCL_4,cDLBCL_5,cDLBCL_6,cDLBCL_7,cDLBCL_8,cDLBCL_9,cDLBCL_11,cDLBCL_12,cDLBCL_13,cDLBCL_14,cDLBCL_15,cDLBCL_16,cDLBCL_17,cDLBCL_18,cDLBCL_19,cDLBCL_20,cDLBCL_21,cDLBCL_22,cDLBCL_23,cDLBCL_24,cDLBCL_25,cDLBCL_26,cDLBCL_27,cDLBCL_28,cDLBCL_29,cDLBCL_30,cDLBCL_31,cDLBCL_32,cDLBCL_33,cDLBCL_34,cDLBCL_35,cDLBCL_36,cDLBCL_37,cDLBCL_38,cDLBCL_39,Ctrl_1,Ctrl_2,Ctrl_3,Ctrl_4,Ctrl_5,Ctrl_7,Ctrl_8
GT_CpG_32:chr24:39422088-39422674_519513,-0.375276652,-0.449714663,-0.828090117,0.413638291,-0.203683477,-0.406639444,1.233241261,0.360608246,-0.558551861,-0.627631756,-0.208537887,-0.802665113,-0.903992556,-0.537681816,0.083807799,-0.628220277,0.205196989,-0.348012104,-0.523020668,-0.690196501,-0.06588633,-0.468462281,-0.12735463,-0.040647838,-0.482678688,-0.411916003,-0.149570059,-0.347709281,-0.5825214,-0.564517769,-0.121005242,-0.365609015,-0.183751231,-0.053604328,0.01783608,-0.29277246,-0.35356248,0.977338777,0.801654019,0.918005897,0.836415057,1.272752924,0.48389103,0.432180419
GT_CpG_32:chr25:12937998-12938488_774552,1.395462594,0.030922304,0.189547522,-0.130169588,0.143214728,0.354549219,0.046745344,0.109314285,0.723783745,0.626164403,0.968910286,0.110679743,1.221337546,-0.378517006,0.663779281,1.267507005,1.085817732,0.887813101,1.209455532,0.982366809,0.396205927,0.637779808,0.873709722,0.936098495,1.098975654,1.092039779,1.152808328,-1.390309314,-1.560327097,1.023953133,0.229205351,0.833127823,0.784110602,0.535738826,1.096919377,0.99951303,0.561936644,-1.517029773,-1.464145065,-1.402594313,-1.634304301,-2.130739229,-1.54021553,-1.649445271
GT_CpG_32:chr26:13205980-13206589_519875,-0.613870769,-0.405101219,-0.813613997,1.175925516,-0.351001927,-0.510170672,-0.475549913,-1.053474334,-0.475336561,-0.799774724,0.216779961,-1.004638853,-1.236075398,-0.199485298,0.238863112,-0.61510833,0.71073768,-0.034133722,-1.016844317,-0.188088738,-0.304216857,-0.032330203,-0.157889772,0.066017409,-0.825137546,-0.653421292,-0.093327761,-0.350069418,-0.438270385,0.329155432,0.35823206,-0.170735737,0.064279596,-0.120245749,0.582074238,0.032920134,0.117755149,1.210434388,1.215184444,0.946917151,0.873593388,1.456173427,0.857694643,0.616119631
GT_CpG_32:chr3:70935210-70935686_522083,1.461741198,1.69466254,0.619070819,-0.519302091,1.191332189,1.747589264,1.454660739,0.189754564,1.429772743,0.248315449,1.324717657,1.664126065,1.71594833,1.513568655,1.219747794,1.504179894,1.246423135,1.383998933,1.654072547,1.550579911,-0.039516968,0.70042889,0.799139542,1.341690798,1.966402375,1.133442569,1.401397848,1.272345894,1.430269791,1.189525188,0.926201891,0.542004726,0.700628696,1.419955308,1.574651096,0.909112632,1.443926737,-0.830373529,-0.787220586,-0.330786441,-1.202810316,-2.156281916,-1.792632598,-1.453580461
GT_CpG_32:chr30:4629015-4629646_521183,1.111862511,1.158525927,1.44599626,0.739000787,0.654101588,1.083476164,1.442180085,1.047289141,-0.923151735,-0.008216543,1.16995175,1.332268208,1.378997196,-0.208501453,1.206507248,1.339414454,-1.020144303,1.319975087,1.319903495,1.374794583,1.113349785,1.044960282,1.283969229,1.042244032,0.656360714,1.279549152,1.019593568,0.865981206,0.238971899,1.257379823,1.112432586,0.466462594,1.307477255,-0.385661499,1.116089334,0.708754098,0.724046948,-0.599691282,-0.035651593,-0.177268608,-0.096214273,-1.12903979,-0.683554504,-0.132838015
GT_CpG_32:chr33:30737913-30738450_521422,0.342158132,-0.149878523,-0.669219911,1.136010143,0.21861035,0.219902072,0.207255882,0.562723947,-0.23325916,-0.32664282,0.178535697,0.39779178,-1.306483104,-0.162179896,0.270964764,-0.053269781,1.426990458,0.188663652,-0.322478802,0.269787793,-0.079688272,0.171857933,0.117261319,-0.024624474,-0.742372981,-0.441426733,0.457437369,0.000910019,0.07693591,1.370530868,0.57873999,0.438936925,0.181224134,-0.198491364,0.290560875,-0.147511695,0.215765079,1.515592462,1.313111189,1.378149469,1.129827054,1.626694686,1.18255451,1.192824216
GT_CpG_32:chr38:21436547-21437182_521905,-0.134656572,-0.280456581,0.690408169,0.225344386,1.020034808,1.218248898,0.598290853,0.47003752,0.597367334,0.020762372,0.103209356,0.773492924,1.244270587,0.424153303,0.827203658,1.293401653,0.862396212,1.294627004,1.064871751,0.504899855,0.139447885,0.811222303,0.358178478,-1.541966494,1.215717603,-0.092576146,0.492557596,0.801272458,0.948663708,1.268930586,0.129521976,-0.799623356,1.058127406,-0.752357159,0.857311563,0.605024983,0.829750305,-0.644333616,-0.622218316,-0.613325593,-0.816697076,-0.37482257,-0.781984556,-0.851737421
GT_CpG_32:chr4:64776940-64777421_522283,1.465921461,1.444936636,1.26313813,1.223270414,1.353060257,1.619111603,1.473013506,1.470660948,1.491485529,0.514895103,1.477856795,1.70601942,1.564148845,1.409194766,1.457045168,1.518658486,1.166762141,1.35046674,1.561404574,1.287771155,1.201680038,1.043685518,1.333364227,1.286264114,1.717613903,1.528412532,1.48261286,1.288508287,0.905111298,1.405135505,0.938160173,1.192717664,0.836059756,1.469113182,1.62405848,1.444606565,1.495934312,-0.331769825,0.080657858,0.30137225,-0.059372832,-0.51266942,-0.422403385,0.164772302
GT_CpG_32:chr6:34582665-34583215_522963,1.385908504,1.12588039,1.323982661,0.842736704,0.950131712,1.214831025,1.274313278,0.593581929,1.498697585,1.566533829,0.931658035,1.454139887,1.461578861,1.16640265,1.05810213,1.476102155,1.016735316,1.253279202,1.525076627,1.517016696,0.578120033,1.156639339,1.313437941,1.194371951,1.609641555,1.39517712,1.154491511,1.177280927,1.365392081,1.396800811,1.34190417,1.17311973,0.958286722,1.104434588,1.203197584,1.251137287,0.861220336,-0.120233308,0.206046526,0.316287638,-0.550886219,-0.977955508,-0.431466772,0.307287466
GT_CpG_32:chr6:50806235-50806701_523103,1.195436614,1.217137624,0.550385369,0.740538372,0.937531182,1.381261927,0.844839203,0.746311435,1.454449687,0.985796066,0.800965822,0.862969637,1.111383903,0.908447305,1.090383909,1.182762644,1.005882309,0.63405008,0.830300259,0.892370468,0.788490332,0.719821682,1.128043483,1.012358524,1.179055528,0.864262877,0.764601177,1.09597764,0.587541746,0.853967973,0.666753015,0.764501001,1.047547886,1.330199013,1.219233725,1.170520407,0.797372072,-0.206618656,-0.500532505,-0.038077001,-0.939262308,-1.023737773,-0.751542121,-0.37846064
GT_CpG_32:chr9:31458544-31459107_523887,1.012962139,-0.541890526,1.213230229,-0.295100369,-0.285621229,0.861538685,1.276288245,-1.287442063,0.65624003,-0.956676549,0.667760499,0.39654939,1.525505747,-1.268682919,0.86839488,-1.288811485,0.5393393,1.402729264,1.211491205,0.959873898,1.348787229,0.626072269,-0.396176305,0.570703205,1.277068537,0.544037633,0.933068887,0.76137883,0.574636414,0.887649843,0.240303875,-0.729124613,0.442367118,0.334811384,0.073897246,-1.263748427,1.324387253,-1.393235798,-0.694252967,-0.984073078,-0.726279845,-1.788489441,-1.016080426,-0.459934499
GT_CpG_320:chr16:44113357-44117466_510168,1.165161699,1.32821963,0.257172799,0.633868495,1.088090115,0.582133042,1.297636055,0.571067027,1.264800077,1.158623286,1.024919989,1.28860128,1.259002712,0.946878875,0.919088091,1.238312666,0.482458858,0.937576003,1.439493844,1.090607729,0.774363916,0.631405015,1.027708241,1.123234012,1.291434192,1.119568196,1.059043548,0.987385188,1.148824711,1.116731742,1.026817497,0.773805372,1.229240421,1.045452207,0.925730033,1.22940124,0.709574933,-0.456972785,-0.530873384,-0.226690077,-0.95387885,-1.333536099,-0.88507146,-0.711846898
GT_CpG_329:chr3:19968887-19973683_515881,0.152353425,0.033868463,0.39108728,-0.098272317,-0.05755611,0.029532387,1.146188043,-0.213382491,0.5811989,0.161743365,-0.431222623,-0.446345063,-0.563534348,0.501369817,0.140046936,-0.162779299,-0.497668051,0.995503877,0.722310033,0.298405046,0.571035976,0.194282578,-0.401309144,0.47561971,0.636109253,0.354236473,-0.437434817,0.475709657,0.107241135,0.478739867,-0.208879485,-0.140407325,0.739833823,-0.262718999,0.025762386,0.864513203,0.815056224,-1.016382266,-0.60482804,-0.700502655,-0.925150135,-1.835469513,-1.030388144,-0.742297103
GT_CpG_329:chr3:44139684-44144392_515951,0.903284131,0.945622275,0.930012823,0.755701568,0.565496902,1.161515816,1.112562503,0.941054518,0.80509993,0.939864826,1.265153691,1.032327605,1.07015891,1.149971754,0.912367151,1.169078901,0.291023432,1.310621253,1.546166117,1.119228151,0.752136275,0.864335663,0.936529751,0.88698433,1.214813921,1.006069214,0.610589945,0.638347353,0.91096474,1.225930156,0.524215025,0.716050539,0.607059718,0.61020134,1.180935013,0.897730553,1.002280834,-0.814833845,-0.461059479,-0.499495724,-0.95166065,-1.426263574,-1.241525755,-0.99759127
GT_CpG_33:chr10:67653292-67653908_527370,-0.518468678,-0.208715836,-0.755734795,1.100202687,-0.109211096,-0.213483735,0.406384487,-0.753959829,-0.434807745,-1.046907501,0.236053876,-1.014592401,-0.975137974,-0.240875849,0.125065377,-0.566464708,0.588638586,0.102379356,-1.123880721,-0.012249343,-0.235746044,-0.044149866,-0.084105557,-0.180543415,-0.786623839,-0.61386742,-0.067633236,0.657592294,0.265880159,1.582255266,1.335824479,0.002971707,0.067531362,-0.166593072,0.50630315,-0.157795133,-0.067724923,1.077540374,1.139164468,0.919007665,0.974988867,1.483582949,0.912088094,0.588765386
GT_CpG_33:chr13:62532981-62533497_528057,1.413780593,1.496386073,1.186802254,0.986989966,-0.065084463,1.660073857,1.76817872,1.890389031,1.604672849,0.856807611,1.834049326,1.552822069,1.843193015,1.367392409,1.190238059,1.768260309,0.812012688,1.462915398,2.164618529,1.421954087,1.398907299,1.231985303,1.467737331,1.499415344,1.728450508,1.404798538,1.468256732,1.631275876,1.605916726,2.069404325,1.580370738,1.550113053,1.412415811,1.512240681,1.245317808,1.6605371,1.532866816,-0.672586239,0.277225772,-0.383095943,-0.828542801,-1.565087964,-1.246079106,-0.544668829
GT_CpG_33:chr20:45581775-45582421_529959,-0.324079084,-0.507472305,-0.810593745,1.084469189,0.139831145,-0.560734012,1.484619981,-0.955190662,-0.196222717,0.312103437,0.317894582,-0.916194485,-0.876305935,-0.380544819,0.234332794,0.333172674,0.431260747,1.415990119,1.096501266,-0.28238589,-0.155777284,0.177131303,-0.217642271,-0.081360107,-0.842111492,-0.830861905,-0.276615868,-0.512226086,0.115809143,1.546534562,0.421659211,0.07758219,0.140436359,-0.406228105,0.101026349,-0.198113504,0.293455674,1.444573062,1.390294582,1.47292911,1.467875731,1.733721829,1.346069744,1.386577901
GT_CpG_33:chr21:45717812-45718369_530191,1.251201989,1.529411889,1.476521987,1.170477212,1.331850641,1.687747692,1.404979679,1.67958333,1.452761997,1.341746831,1.720177338,1.591015634,1.573077317,1.56099011,1.355200468,1.649814927,1.311361448,1.360872367,1.460015012,1.39644579,1.161386622,1.362344041,1.136790223,1.56113744,1.538831408,1.573999567,1.4255537,1.625739466,1.383922797,1.498048244,1.375202367,1.322890293,1.585022113,1.37316137,1.280601027,1.378007416,1.206705966,0.244253014,0.399769686,0.357907754,-0.530310936,-0.538348209,-0.012568215,0.43634171
GT_CpG_33:chr22:45510686-45511245_530300,0.761956,0.738763878,0.426428285,0.613594638,0.486770086,1.325330084,0.836632443,0.43909435,1.192297052,0.642255527,0.585840149,0.33164526,1.013057438,0.909228897,0.758647844,1.041849178,0.699928393,0.613594638,0.559148234,0.748310317,0.856226555,0.276516472,0.31797547,1.151728089,0.473142158,0.438294287,0.957884984,1.23515785,0.920055521,0.244309065,0.633803588,0.55281416,1.016929525,1.063174606,1.334418608,1.095069546,0.536124586,-0.569340315,-0.170135877,-0.406179813,-0.239841681,-0.948081372,-0.691587671,-0.338347949
GT_CpG_33:chr23:33251449-33252124_530445,1.568956302,1.495732652,1.332219767,0.965836446,1.275524903,1.426537817,1.226421533,1.454047284,1.509841581,1.517506655,1.317194424,1.43275661,1.442044692,1.399869941,1.033490818,1.293969051,1.249341354,1.307444664,1.542815801,1.377584926,1.161111079,1.421291916,1.177605245,1.321956324,1.459324417,1.50729199,1.299430767,1.406744666,1.340127928,1.483194431,1.163485107,1.328464954,1.19191186,1.188273433,1.216450733,1.412033066,1.098333749,-0.441476231,-0.115889649,-0.148111175,-0.919232622,-1.062075014,-0.843297766,-0.374042586
GT_CpG_33:chr28:12453212-12453797_531514,1.078456483,1.453405541,0.18610767,0.289407377,1.09998732,1.22158467,0.929844714,-0.111206009,1.248837961,1.205545928,0.783272836,1.280745054,1.083075595,1.199708737,1.150841258,1.244272563,1.020752938,0.617463169,1.219597305,0.919302071,0.336617725,1.023426125,0.107610718,1.198635875,0.963506473,0.886437687,0.665097826,0.995946132,0.480928992,0.224984167,0.974876301,0.653940395,1.149030005,0.810125272,1.151748607,1.058981408,0.660872859,-0.561978566,-0.407145296,-0.389729251,-1.037482879,-0.878849298,-1.357901823,-1.168310891
GT_CpG_33:chr32:33716800-33717234_532571,0.797197719,1.296253659,0.264492857,-1.536827017,0.512256347,0.674697197,1.127188208,-1.430372763,1.119891929,1.186443463,0.55612804,-1.572282356,1.149971754,0.09877941,0.479676781,-0.083510528,1.165795106,0.16729333,1.607648085,0.969243994,0.401100624,-0.86090138,0.390291422,0.393972262,1.235138708,0.693424638,0.529332216,0.982366809,1.372508985,0.691324392,0.8241458,-0.22173511,1.362536609,1.053570333,0.937201212,0.94772722,0.785804175,-0.929166585,-0.855706532,-0.989531657,-1.192532115,-2.123085659,-1.759425314,-1.405530289
GT_CpG_33:chr4:43430796-43431264_795445,0.970298078,1.35536399,1.341649371,1.157802266,1.45212505,1.657568522,0.885153642,0.76847851,1.511508136,1.157146457,1.255336794,1.417134039,1.337909525,1.260542562,1.363329512,1.448461301,0.884359596,1.330613475,0.826145332,1.576503937,1.122141886,0.858654377,1.446596146,1.280646173,1.646628393,1.478580684,1.09597764,1.237001443,1.367301624,1.285829021,0.618225474,0.981405459,1.058021042,1.472807995,1.374277337,0.864485642,0.994852593,0.003372834,0.264492857,0.365124233,-0.317351956,-0.348297733,-0.107540504,0.436058796
GT_CpG_33:chr6:12495012-12495539_1578986,1.305481171,0.466886799,0.976174742,0.133639116,0.666814059,1.154799544,0.787881073,0.121986881,0.762584232,1.099765769,0.707008099,1.070652507,0.837074402,1.01830306,0.839416057,1.03608194,0.652312956,0.940649435,1.144050805,0.151451658,0.727851516,0.744050685,0.661644338,0.739174336,0.865243775,0.353885816,0.507134739,0.871714777,1.292213605,1.394428977,0.684625375,0.864008666,1.077693369,0.437396314,0.027349805,0.95281171,1.117675339,-0.103783396,-0.337833289,-0.401008114,-0.481256766,-0.489090669,-1.303811362,-1.196761839
GT_CpG_33:chr7:46318741-46319378_534707,-1.114174378,-0.641963322,-0.097801559,1.09504684,-0.479107643,1.121589825,1.711787709,-1.302724633,-0.989957885,-0.723443143,0.209448847,0.642896815,1.113519574,-0.302722181,0.899715691,-1.257299891,0.666633946,1.638955939,1.25772335,-0.239702363,-0.066589844,0.035049628,-0.510068565,-0.594765065,-1.611823114,-0.823856394,0.27479001,-0.853534567,1.580340505,1.363435969,1.123498691,-0.193003177,1.534624689,1.464410116,0.069717542,-0.374606344,1.629479207,1.351931464,1.530935616,1.542663621,1.365221871,1.533107658,1.359201566,1.316820374
GT_CpG_33:chr8:15215070-15215549_534805,1.85008754,1.650114819,1.649812649,1.101975231,1.563271319,1.697838676,1.578327758,1.600288293,1.425021347,1.700551392,1.319064016,1.749908605,1.735079822,1.572931094,1.472986388,1.608662258,1.440273653,1.50592142,1.695003186,1.681186137,1.490792926,1.340189176,1.592948313,1.587497957,1.786493876,1.637999825,1.579128233,1.535561657,1.544085595,1.731390427,1.451237701,1.31690287,1.519396598,1.469702488,1.46340512,1.565932556,1.455280884,0.481092344,0.823654085,0.863879503,0.490248711,-0.615096989,0.574333113,0.919460769
GT_CpG_33:chr8:19368032-19368554_534808,0.93702149,1.300990731,1.45133011,0.297503861,1.008689291,1.421078185,1.596575249,0.99730629,1.144435755,1.174014428,1.32090891,1.100582862,1.500013086,0.511654876,0.900981409,1.487200421,1.047147278,1.318053977,1.49183003,1.01077576,1.110501066,0.999116856,1.150495472,1.326092641,1.432123862,1.326662013,0.753310621,1.510377055,1.451426862,1.523277275,0.986137215,1.296351269,1.335484844,1.049431764,1.138296058,0.988343226,0.791336031,-0.431207643,-0.021878158,0.198272644,-0.501122695,-1.601252954,-0.504512102,0.236312953
GT_CpG_33:chr9:11843028-11843600_535020,-0.912104612,-0.845477375,-0.867182541,0.579091707,-0.517223222,-0.816901418,-0.450098171,-0.934062995,-0.765500724,-1.285486454,-0.211726761,-1.096673084,-0.744188559,-0.659843675,-0.327423932,-0.97649356,0.178388959,0.029753745,-1.33051277,-0.188441053,-0.189144974,-0.343279781,-0.517608557,-0.635604821,-1.055350078,-0.723331106,-0.519749603,-0.63270861,-0.781479088,-1.091704027,-0.111301078,-0.22389707,-0.480294444,-0.537296859,-0.109937806,-0.460252395,-0.45022272,0.921998981,1.079970738,0.617322951,1.199217151,0.971846196,1.056672971,0.893046541
GT_CpG_332:chr7:65961742-65965534_524885,0.737033692,1.039323,0.462887013,-0.121298901,0.469401812,0.195520126,1.263097751,0.151624186,0.931180282,0.943313156,1.056826952,0.633943586,1.155128628,0.924831071,0.918181381,0.659177583,0.31025686,1.286596732,1.575841548,0.968583091,0.46725649,0.522180865,0.726396469,1.098760641,1.183322254,0.767075863,0.687213788,0.733145536,0.785261217,1.441088378,1.148824185,0.572430524,1.073112604,1.126993084,1.051664781,1.015566672,1.005414205,-0.618050106,-0.164575334,0.000644301,-0.639480532,-0.298909456,-0.83113084,-0.585722385
GT_CpG_34:chr26:13501692-13502253_543547,0.671518211,0.932185716,1.012932983,-0.13358996,0.470728191,1.016273146,0.94469717,0.27764407,1.042168175,0.357019706,-0.068531104,0.676067872,1.016242875,0.52982317,0.430158663,0.164369568,0.932223678,0.696467702,1.301525778,0.926266666,0.485428278,-0.602996175,0.866716894,0.354056933,0.767328828,0.775858728,1.02127945,0.128924488,0.707236875,0.32068789,0.013493202,-0.277384678,0.688391403,-0.028310276,0.684045543,0.880742955,0.705579351,-0.64406809,-0.836054289,-0.208702889,-1.021291169,-1.452306531,-1.334574049,-1.005250158
GT_CpG_34:chr29:20347316-20347739_544053,1.69157793,1.018655995,0.92786358,0.624393785,0.972967162,1.070485475,1.066226607,1.024477697,1.365990367,1.267664343,1.050073831,1.277884748,1.128351033,0.791393903,0.922181749,0.827956967,1.023584059,1.151383835,1.299554271,0.997709293,1.082873055,0.526033722,0.76563305,1.018686715,1.311230675,0.899874954,1.132008941,1.166100908,1.141953173,1.192993208,0.973648243,0.807553045,1.058958754,1.062295121,0.954892924,1.143796065,0.561110384,-0.210414035,0.209639325,-0.099482871,0.403936391,-0.606762469,0.215537971,0.301769336
GT_CpG_34:chr3:26286407-26286949_813085,0.482116473,0.128471177,-0.451121586,-0.099470319,-0.121781868,0.274350598,-1.086933526,0.049267596,0.485864613,-0.406477896,0.869167316,-0.059660086,-1.201171538,0.318772282,-1.041914805,0.405509424,-1.000946024,0.525803866,1.572487796,0.3359315,-0.396396399,0.647471854,0.214867724,0.738545311,1.436490639,-1.012722365,0.51535263,0.558762953,-1.165960383,-0.740185428,0.124691126,-0.340196197,-0.962451582,0.366410992,0.945838547,1.619153994,1.252671657,-1.26262597,-1.034505734,-1.138970349,-1.257408623,-1.154411093,-1.753854806,-1.475842794
GT_CpG_34:chr34:4290524-4291004_545175,0.50983451,0.749329686,0.014604315,-0.067341015,1.335803538,0.676089325,-0.018445281,0.51887239,0.938028828,-0.804633627,1.277335149,1.435028486,0.664642133,1.109056051,1.136530251,0.485025642,0.64946274,0.809552723,1.296286182,0.532942883,0.309946857,0.142453585,1.189570598,0.888626209,-0.472294277,0.506368118,0.123547428,0.120329544,-0.139547224,1.244284379,0.730661068,1.211201499,1.102171851,0.771478127,1.259015065,0.326175022,0.551851222,0.309275243,-0.545306398,-1.174039067,-0.430142618,-0.746901721,-0.418557034,-0.442812777
GT_CpG_34:chr7:32157295-32157799_547066,1.276339394,1.67228948,1.657220877,1.192552658,1.174502369,1.631126306,1.627989575,0.266910349,1.56113744,1.462033784,1.353576202,1.39970551,1.787132106,1.314374653,1.012932983,1.333963469,1.064945896,1.363219356,1.682373164,1.484364167,0.879380857,1.44636512,0.966313664,1.49429593,0.959811043,1.503329085,1.061581792,0.439248116,0.620152749,1.672443737,1.078005898,0.91985804,1.38322568,1.251829047,1.162298101,1.355533543,0.966344485,-0.71653173,-0.344795238,-0.219661875,-1.289614756,-2.250666451,-1.267652668,-0.57898086
